Dept,Course,Term,Year,Last Name,INS1,INS2,INS3,INS4,INS5,INS6,UTSC1,UTSC2,UTSC3,Number Invited,Number of Responses,Course Code
ACMSC,Advanced Workshop Performance THRC50H3FLEC01,Fall,2024,Freeman,43,43,48,44,47,42,4,35,45,18,6,
ACMSC,Alternative Media MDSC61H3FLEC01,Fall,2024,Lobo,41,43,46,41,42,41,4,3,41,85,22,
ACMSC,Art Writing VPHC54H3FLEC01,Fall,2024,Webster,44,46,48,46,44,46,46,32,4,15,5,
ACMSC,Becoming a Producer VPAB18H3FLEC01,Fall,2024,Sundar Singh,35,36,37,35,37,34,34,32,35,216,44,
ACMSC,Black Media Studies MDSC23H3FLEC01,Fall,2024,Cudjoe,31,34,32,32,33,3,33,38,28,58,16,
ACMSC,But Why Is It Art VPSA63H3FLEC01,Fall,2024,Brown,38,42,42,39,42,38,38,25,41,101,31,
ACMSC,Chinese Media and Politics MDSC32H3FLEC01,Fall,2024,Bai,42,43,43,45,46,4,43,27,4,81,15,
ACMSC,Concert Band IIIb MUZA60A61B60B61C60C61H3FLEC01,Fall,2024,Tucker,46,45,49,42,41,42,44,32,45,49,17,
ACMSC,Concert Choir IIIb MUZA62A63B62B63C62C63H3FLEC01,Fall,2024,Murray,44,45,48,47,46,47,42,27,46,106,27,
ACMSC,Contracts and Copyright VPAC16H3FLEC01,Fall,2024,Sicondolfo,41,43,42,42,42,41,39,34,38,141,32,
ACMSC,Covering Immigration and Trans JOUB01H3FLEC01,Fall,2024,Amani,29,31,32,33,36,28,3,3,3,40,20,
ACMSC,Critical Issues in Music  Soc MUZC23H3FLEC01,Fall,2024,Stanbridge,47,5,5,42,48,46,46,36,44,30,9,
ACMSC,Developing Musicianship MUZB80H3FLEC01,Fall,2024,Risk,46,46,5,45,46,45,45,33,48,24,11,
ACMSC,Diasporic Media JOUC60MDSC34H3FLEC01,Fall,2024,Cudjoe,37,38,39,39,36,34,35,35,36,56,10,
ACMSC,Digital Animation I VPSB89H3FLEC01,Fall,2024,Pugen,34,34,42,4,4,34,36,34,36,20,5,
ACMSC,Drawing I VPSB70H3FLEC01,Fall,2024,Irving,36,34,36,4,38,32,36,32,34,21,5,
ACMSC,Equity  Diversity in the Arts ACMB10H3FLEC01,Fall,2024,deChamplainLeverenz,34,33,38,36,37,3,34,31,3,29,9,
ACMSC,Equity  Incl in Arts  Media VPAB10H3FLEC01,Fall,2024,Chan,24,28,25,28,29,23,24,34,23,133,31,
ACMSC,Essential Skills for Artists VPSC85H3FLEC01,Fall,2024,Cruz,44,46,48,46,46,46,45,29,48,53,18,
ACMSC,Exploring Community Music MUZC01H3FLEC01,Fall,2024,Risk,42,44,46,42,43,41,42,32,41,25,13,
ACMSC,Field Senior Research Seminar VPAD11H3FLEC01,Fall,2024,Sicondolfo,42,43,47,47,46,46,49,34,48,44,9,
ACMSC,Financial Mgt for Arts Manager VPAB13H3FLEC01,Fall,2024,Flynn,41,42,45,42,41,41,4,3,41,140,34,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC01,Fall,2024,Koroshegyi,43,4,46,44,41,43,34,3,41,19,7,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC02,Fall,2024,Brown,4,4,41,4,41,4,4,34,41,21,9,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC03,Fall,2024,Pivato,41,46,46,44,46,41,44,33,4,20,8,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC04,Fall,2024,Goreas,38,38,36,42,42,34,36,28,4,18,5,
ACMSC,Foundations in Musicianship MUZA80H3FLEC01,Fall,2024,Leong,39,38,45,43,45,42,42,28,44,23,13,
ACMSC,Fundamntls of Journal Writing JOUB39H3FLEC01,Fall,2024,Roderique,43,45,46,44,44,42,41,36,4,46,21,
ACMSC,Gothic Art and Architecture VPHC42H3FLEC01,Fall,2024,Webster,4,42,41,37,38,34,41,33,36,40,10,
ACMSC,Human Animal Machine MDSB14H3FLEC01,Fall,2024,Lawton,41,42,42,42,42,4,4,3,38,83,24,
ACMSC,Intrmdte Prfrm Devising Thr THRB31H3FLEC01,Fall,2024,deChamplainLeverenz,4,37,38,36,36,33,37,26,33,24,10,
ACMSC,Intro to Arts  Media Mgmt VPAA10H3FLEC01,Fall,2024,Klimek,37,39,4,4,39,38,37,31,38,413,110,
ACMSC,Introduction to Theatre THRA10H3FLEC01,Fall,2024,Leffler,36,39,43,36,35,38,37,31,37,96,36,
ACMSC,Kids Youth Language and Media MDSB09H3FLEC01,Fall,2024,Paz,39,38,41,39,4,38,39,32,38,68,21,
ACMSC,Managing  Leading Cultur Orgs VPAB16H3FLEC01,Fall,2024,Chan,31,32,3,33,32,29,29,32,28,223,50,
ACMSC,Marketing in the Arts  Media VPAC17H3FLEC01,Fall,2024,Edworthy,38,38,39,38,39,37,37,31,38,177,38,
ACMSC,Media and Globalization MDSB05H3FLEC01,Fall,2024,Guzman,36,38,38,39,4,36,39,31,36,161,45,
ACMSC,Media Ethics MDSA11H3FLEC01,Fall,2024,Lobo,39,42,42,42,42,4,4,3,4,220,46,
ACMSC,Media Foundations MDSA10H3FLEC01,Fall,2024,Kleeb,36,38,38,39,4,36,37,29,39,471,120,
ACMSC,Modern Art and Culture VPHB58H3FLEC01,Fall,2024,Irving,31,33,35,34,34,3,31,28,33,37,12,
ACMSC,Movies Music and Meaning MUZC20H3FLEC01,Fall,2024,Stanbridge,44,45,48,43,42,45,43,31,45,40,13,
ACMSC,Music and Technology MUZB40H3FLEC01,Fall,2024,Tsang,4,41,46,41,43,43,44,29,46,25,7,
ACMSC,New Media Futures MDSB29H3FLEC01,Fall,2024,Idiz,41,43,41,4,41,39,39,28,42,94,16,
ACMSC,Objects of Italian Renaissance VPHB63H3FLEC01,Fall,2024,Webster,39,4,41,4,41,39,39,31,36,39,9,
ACMSC,Reimagining Theatre Criticism THRC21H3FLEC01,Fall,2024,Da Silva Melo,45,44,44,41,42,4,42,35,39,11,10,
ACMSC,Selfies and Society MDSC24H3FLEC01,Fall,2024,Cudjoe,34,38,37,38,43,35,33,34,35,61,11,
ACMSC,Senior Seminar Media  Arts MDSD10H3FLEC01,Fall,2024,Cowan,47,47,5,47,47,48,45,25,48,23,6,
ACMSC,Senior Seminar Media  Soc MDSD20H3FLEC01,Fall,2024,Taher,38,4,4,38,42,38,4,3,38,26,6,
ACMSC,Small Ensembles IIIb MUZA66A67B66B67C66C67H3FLEC01,Fall,2024,Berry,42,45,48,47,48,43,46,3,48,33,13,
ACMSC,Sound Art VPSB88H3FLEC01,Fall,2024,NishLapidus,46,44,46,44,46,46,44,28,42,22,5,
ACMSC,Special Topics in Arts Mgt I VPAC21H3FLEC01,Fall,2024,Campbell,38,4,39,39,39,38,38,3,38,133,26,
ACMSC,Stagecraft THRB50H3FLEC01,Fall,2024,DeGrow,42,42,44,44,46,44,41,28,46,31,13,
ACMSC,String Orchestra IIIb MUZA64A65B64B65C64C65H3FLEC01,Fall,2024,Leong,42,44,46,44,46,46,38,26,46,25,5,
ACMSC,Studio Practice VPSC56H3FLEC01,Fall,2024,Abdallah,4,39,41,41,42,39,4,31,39,22,9,
ACMSC,Studio Practice VPSC56H3FLEC02,Fall,2024,Onodera,41,43,36,43,41,35,4,45,36,21,8,
ACMSC,The Artist VPSB01H3FLEC01,Fall,2024,Mazinani,38,39,42,37,39,38,38,32,38,68,17,
ACMSC,Theatre in Canada THRB22H3FLEC01,Fall,2024,Da Silva Melo,4,41,41,38,39,35,36,36,33,31,19,
ACMSC,Theory  Practice Art  Place VPSC94H3FLEC01,Fall,2024,Hlady,41,41,44,43,41,41,4,33,41,25,8,
ACMSC,Theory  Practice of New Media NMEC01H3FLEC01,Fall,2024,Visan,4,38,38,39,4,34,33,3,31,36,8,
ACMSC,TransFeminist Queer Media Stu MDSC12H3FLEC01,Fall,2024,Lobo,46,45,48,45,46,46,47,34,44,80,20,
ACMSC,Understanding Scandals MDSC22H3FLEC01,Fall,2024,Bai,45,43,43,43,43,43,41,33,41,40,8,
ACMSC,Wrestling with Western Canon THRB20H3FLEC01,Fall,2024,Leffler,44,45,48,41,43,45,41,3,44,26,14,
ACMSC,Drawing I VPSB70H3YLEC01,Summer,2024,Leach,33,33,37,35,4,32,36,31,33,17,8,
ACMSC,Experiential Learning for ACM ACMD98H3FLEC01,Summer,2024,MacGregor,42,44,46,44,48,48,48,28,5,12,5,
ACMSC,Games and Play MDSC65H3FLEC01,Summer,2024,Ross,39,43,45,42,43,43,42,3,43,97,10,
ACMSC,Introduction to Media Studies MDSA01H3FLEC01,Summer,2024,Visan,37,39,39,38,39,37,36,28,39,321,65,
ACMSC,Listening to Music MUZA99H3FLEC01,Summer,2024,Jacobs,44,46,49,46,47,47,42,24,48,383,87,
ACMSC,Mapping New Media MDSB61H3FLEC01,Summer,2024,Visan,41,43,41,4,39,39,43,29,4,86,14,
ACMSC,Media  Pop Culture in E Asia MDSC41H3SLEC01,Summer,2024,Park,38,41,39,39,39,35,39,31,34,72,17,
ACMSC,Photo I VPSB67H3YLEC01,Summer,2024,Klie,5,5,5,49,48,5,45,28,5,19,8,
ACMSC,Selfies and the Selfie Culture MDSC66H3FLEC01,Summer,2024,Visan,35,35,35,34,34,31,33,31,33,95,12,
ACMSC,Topics in Media and Arts MDSD01H3FLEC01,Summer,2024,Bhatia,37,35,35,37,37,32,34,36,32,35,10,
ACMSC,Video I VPSB58H3YLEC01,Summer,2024,Onodera,46,48,44,44,44,46,47,45,43,11,6,
ACMSC,Advanced Studio Practice VPSD56H3SLEC01,Winter,2024,Howes,47,48,5,47,5,46,46,33,5,17,10,
ACMSC,Advanced Studio Practice VPSD56H3SLEC02,Winter,2024,Kwan,42,42,42,48,46,42,38,4,36,12,5,
ACMSC,Art Writing VPHC54H3SLEC01,Winter,2024,Webster,43,44,47,45,43,43,43,35,4,34,12,
ACMSC,Baroque Visions VPHB64H3SLEC01,Winter,2024,Webster,41,41,41,39,4,4,4,34,4,38,14,
ACMSC,Becoming a Producer VPAB18H3SLEC01,Winter,2024,Sundar Singh,34,36,4,36,39,34,35,3,36,177,42,
ACMSC,But Why Is It Art VPSA63H3SLEC01,Winter,2024,Brown,38,38,38,37,4,36,38,3,35,93,30,
ACMSC,Crtng a Prodction CDE III THRBCD56H3SLEC01,Winter,2024,deChamplainLeverenz,38,4,4,3,33,33,43,35,33,9,6,
ACMSC,Current Art Practices VPHB59H3SLEC01,Winter,2024,Irving,32,31,35,31,31,3,31,24,31,37,14,
ACMSC,Develop Audience Res  Comm VPAA12H3SLEC01,Winter,2024,Sicondolfo,38,41,4,38,4,37,38,32,38,182,59,
ACMSC,Develop Audience Res  Comm VPAA12H3SLEC02,Winter,2024,Sicondolfo,37,39,4,4,4,38,4,31,39,94,21,
ACMSC,Developing Musicianship MUZB80H3SLEC01,Winter,2024,Suzuki,39,4,43,45,45,43,42,29,43,28,10,
ACMSC,Digital Animation I VPSB89H3SLEC01,Winter,2024,Ye,37,35,37,37,37,33,4,33,35,23,6,
ACMSC,Digital Publishing VPSC80H3SLEC01,Winter,2024,Abdallah,4,41,44,46,44,39,43,29,42,19,7,
ACMSC,Digital Studio I VPSB56H3SLEC01,Winter,2024,Koroshegyi,47,48,5,49,49,48,47,3,45,23,11,
ACMSC,Equity  Diversity in the Arts ACMB10H3SLEC01,Winter,2024,AguileraMoradipour,34,36,4,38,41,36,35,31,34,59,13,
ACMSC,Financial Mgt for Arts Manager VPAB13H3SLEC01,Winter,2024,Flynn,4,41,43,41,42,4,4,29,41,159,47,
ACMSC,Foundation Studies in Studio VPSA62H3SLEC01,Winter,2024,Osahor,42,43,45,45,47,38,4,27,43,16,6,
ACMSC,Foundation Studies in Studio VPSA62H3SLEC02,Winter,2024,Pivato,44,44,46,46,46,44,44,34,46,17,5,
ACMSC,Foundation Studies in Studio VPSA62H3SLEC03,Winter,2024,Cruz,39,4,41,41,44,39,43,31,4,15,8,
ACMSC,Foundations in Musicianship MUZA80H3SLEC01,Winter,2024,Risk,41,44,44,43,46,41,39,36,37,27,19,
ACMSC,Foundations in Musicianship MUZA80H3SLEC02,Winter,2024,Leong,33,38,39,36,39,33,37,34,34,28,15,
ACMSC,Foundations in Musicianship MUZA80H3SLEC03,Winter,2024,Berry,41,44,41,4,43,36,36,39,34,27,7,
ACMSC,From Principles to Practices VPAB17H3SLEC01,Winter,2024,Sicondolfo,39,41,41,4,38,39,38,33,37,60,19,
ACMSC,Good Better Best Case Study VPAD10H3SLEC01,Winter,2024,Luka,41,4,44,41,41,36,4,33,35,59,15,
ACMSC,History of Media MDSA02H3SLEC01,Winter,2024,Chalk,35,35,35,33,33,31,32,32,3,232,80,
ACMSC,History of Media MDSA02H3SLEC02,Winter,2024,Klimek,39,4,43,4,41,37,4,31,4,232,63,
ACMSC,Human Animal Machine MDSB01H3SLEC01,Winter,2024,Guzman,41,44,44,43,45,42,42,3,44,113,33,
ACMSC,Image Culture VPSB02H3SLEC01,Winter,2024,Mazinani,44,46,49,46,43,44,44,3,44,42,9,
ACMSC,Interdisciplin Photo Concepts VPSC77H3SLEC01,Winter,2024,Mazinani,47,46,46,46,47,48,47,32,48,21,11,
ACMSC,Intrcltrl and Glbl Theatre THRB21H3SLEC01,Winter,2024,Freeman,43,43,46,41,43,41,39,3,41,47,18,
ACMSC,Introduction to Journalism II JOUA02H3SLEC01,Winter,2024,Burchell,4,41,46,42,42,38,38,3,39,66,35,
ACMSC,Introduction to Performance THRA11H3SLEC01,Winter,2024,Da Silva Melo,45,46,49,46,45,45,43,25,46,25,22,
ACMSC,Introduction to Performance THRA11H3SLEC02,Winter,2024,Mealey,46,44,5,47,48,43,41,27,47,19,9,
ACMSC,Jou in Age of Digital Media JOUB24H3SLEC01,Winter,2024,Burchell,37,37,44,4,4,38,37,28,38,56,24,
ACMSC,Media Ethics MDSCJOUC63H3SLEC01,Winter,2024,Cudjoe,43,42,41,41,42,37,41,32,39,58,19,
ACMSC,Media Journal  Digital Labour MDSC62H3SLEC01,Winter,2024,Visan,39,36,38,36,39,31,38,3,33,44,8,
ACMSC,Media Identities and Politics MDSC02H3SLEC01,Winter,2024,Lobo,4,39,4,4,41,39,39,32,39,92,20,
ACMSC,Music and Culture Snr Project MUZD80H3SLEC01,Winter,2024,Stanbridge,42,42,41,43,46,36,43,32,38,13,9,
ACMSC,Music in Contemporary World MUZB20H3SLEC01,Winter,2024,Campbell,41,37,43,36,39,36,37,33,34,41,7,
ACMSC,Musical Diasporas MUZC21H3SLEC01,Winter,2024,Campbell,36,38,33,35,38,3,35,39,3,23,8,
ACMSC,Performance and Activism THRC40H3SLEC01,Winter,2024,Da Silva Melo,43,44,46,45,47,44,43,31,45,26,18,
ACMSC,Performance Art VPSB77H3SLEC01,Winter,2024,Pivato,41,43,49,39,4,43,39,3,42,16,9,
ACMSC,Painting I VPSB61H3SLEC01,Winter,2024,Osahor,43,44,46,43,44,41,44,37,34,20,7,
ACMSC,Photo I VPSB67H3SLEC01,Winter,2024,Klie,46,47,48,47,46,46,46,3,47,22,9,
ACMSC,Raising Funds Arts  Media VPAC18H3SLEC01,Winter,2024,Klimek,38,39,42,4,39,38,38,34,38,102,29,
ACMSC,Sculpture II VPSB86H3SLEC01,Winter,2024,Hlady,4,37,39,37,4,36,34,36,36,14,7,
ACMSC,Selfies and the Selfie Culture MDSC66H3SLEC01,Winter,2024,Cudjoe,43,43,44,42,45,43,42,32,43,60,13,
ACMSC,Senior Seminar in Journalism JOUD10H3SLEC01,Winter,2024,Roderique,36,37,31,36,33,31,36,39,31,14,9,
ACMSC,Small Ensembles IIIb MUZA66A67B66B67C66C67H3SLEC01,Winter,2024,Berry,46,49,49,47,5,5,49,29,5,32,10,
ACMSC,Small Ensembles IIIb MUZA66A67B66B67C66C67H3SLEC02,Winter,2024,Leong,38,35,45,38,38,4,38,27,42,23,6,
ACMSC,Sound and Visual Media MDSB63H3SLEC01,Winter,2024,Lobo,41,41,43,4,41,42,4,3,41,86,21,
ACMSC,Special Topics in Arts Mgt I VPAC21H3SLEC01,Winter,2024,Sundar Singh,39,41,41,42,44,4,4,31,4,101,24,
ACMSC,Special Topics in Performance THRC15H3SLEC01,Winter,2024,Da Silva Melo,47,45,47,43,47,42,45,33,39,11,10,
ACMSC,String Orchestra IIIb MUZA64A65B64B65C64C65H3SLEC01,Winter,2024,Leong,49,47,49,49,49,5,46,27,49,27,7,
ACMSC,Style Form and Narrative JOUC30H3SLEC01,Winter,2024,Roderique,38,38,38,34,38,34,34,32,36,19,5,
ACMSC,Ten Key Words in Art History VPHB39H3SLEC01,Winter,2024,Barnes,43,43,44,44,43,43,42,3,43,57,25,
ACMSC,Theatre and Social Justice THRC20H3SLEC01,Winter,2024,Leffler,39,41,44,38,41,37,38,38,32,25,17,
ACMSC,Theatre in Education THRC41H3SLEC01,Winter,2024,Freeman,45,48,48,47,46,45,44,31,45,33,20,
ACMSC,Theories in Media Studies MDSC01H3SLEC01,Winter,2024,Visan,37,39,39,38,39,36,37,32,34,57,14,
ACMSC,Theory  Pract Art  Materials VPSC92H3SLEC01,Winter,2024,Cruz,43,43,49,46,44,43,43,31,46,21,7,
ACMSC,Theory  Practice of New Media NMEC01H3SLEC01,Winter,2024,Guzman,39,44,45,43,44,4,41,35,41,26,8,
ACMSC,Topics in Media and Arts MDSD01H3SLEC01,Winter,2024,Cudjoe,46,47,5,47,47,44,46,33,47,24,7,
ACMSC,Topics in Media and Society MDSD02H3SLEC01,Winter,2024,Chalk,45,48,46,48,48,46,46,31,43,23,12,
ACMSC,Topics in Music and Culture MUZC80H3SLEC01,Winter,2024,Herrera Veitia,39,39,38,35,4,32,38,28,31,28,12,
ACMSC,Video I VPSB58H3SLEC01,Winter,2024,Onodera,46,44,42,39,42,34,4,41,37,17,9,
ACMSC,Visual Culture  Communication MDSB62H3SLEC01,Winter,2024,Lobo,46,46,47,46,46,46,45,29,44,85,14,
ACMSC,Journalism and News Literacy I JOUA01H3FLEC01,Fall,2023,Reid,38,4,41,37,38,36,36,3,37,165,74,
ACMSC,Fundamntls of Journal Writing JOUB39H3FLEC01,Fall,2023,Roderique,41,42,44,4,41,42,38,31,38,40,25,
ACMSC,Surveillance Censorship JOUD13H3FLEC01,Fall,2023,Burchell,45,45,44,42,43,4,41,29,41,23,13,
ACMSC,Introduction to Media Studies MDSA01H3FLEC01,Fall,2023,Kleeb,33,36,34,34,35,31,32,27,33,529,194,
ACMSC,Introduction to Media Studies MDSA01H3FLEC02,Fall,2023,Kleeb,35,37,37,37,37,33,34,28,37,421,127,
ACMSC,Human Animal Machine MDSB01H3FLEC01,Fall,2023,Guzman,34,36,35,39,37,33,33,31,35,95,26,
ACMSC,Advertising and Consumer Cult MDSB03H3FLEC01,Fall,2023,Cudjoe,4,42,42,42,42,38,39,34,39,173,51,
ACMSC,Mapping New Media MDSB61H3FLEC01,Fall,2023,Visan,39,41,43,41,42,37,39,3,38,118,35,
ACMSC,Visual Culture  Communication MDSB62H3FLEC01,Fall,2023,Lobo,41,42,43,42,41,4,41,31,42,115,39,
ACMSC,Theories in Media Studies MDSC01H3FLEC01,Fall,2023,Cudjoe,41,43,42,42,44,39,39,33,41,58,14,
ACMSC,Media Identities and Politics MDSC02H3FLEC01,Fall,2023,Lobo,44,44,48,45,45,41,44,29,43,56,16,
ACMSC,Understanding Scandals MDSC35H3FLEC01,Fall,2023,Bai,4,42,43,42,41,41,44,32,41,54,18,
ACMSC,Chinese Media and Politics MDSC40H3FLEC01,Fall,2023,Bai,45,46,46,46,46,44,46,3,44,55,16,
ACMSC,Media  Pop Culture in E Asia MDSC41H3FLEC01,Fall,2023,Gu,47,46,48,45,46,45,45,29,46,45,16,
ACMSC,Games and Play MDSC65H3FLEC01,Fall,2023,Chalk,44,45,46,46,44,44,44,31,46,39,34,
ACMSC,Selfies and the Selfie Culture MDSC66H3FLEC01,Fall,2023,Visan,35,38,36,39,38,33,36,31,36,59,16,
ACMSC,Diasporic Media MDSCJOUC60H3FLEC01,Fall,2023,Cudjoe,37,42,43,42,42,41,39,32,41,45,13,
ACMSC,Media Ethics MDSCJOUC63H3FLEC01,Fall,2023,Roderique,37,39,42,4,4,36,37,34,35,51,19,
ACMSC,Topics in Media and Arts MDSD01H3FLEC01,Fall,2023,MacKinnon,4,38,4,42,42,42,42,3,4,21,5,
ACMSC,Concert Band IIIb MUZA60A61B60B61C60C61H3FLEC01,Fall,2023,Tucker,44,43,44,46,46,43,42,29,43,45,27,
ACMSC,Concert Choir IIIb MUZA62A63B62B63C62C63H3FLEC01,Fall,2023,Murray,42,44,47,41,43,43,41,26,44,76,34,
ACMSC,Small Ensembles IIIb MUZA66A67B66B67C66C67H3FLEC01,Fall,2023,Berry,45,45,48,45,47,45,43,26,46,30,11,
ACMSC,Foundations in Musicianship MUZA80H3FLEC01,Fall,2023,Leong,39,41,44,43,44,43,35,28,42,30,14,
ACMSC,Explor Music Soc  Cult Contxt MUZB21H3FLEC01,Fall,2023,Stanbridge,42,45,43,45,47,42,42,32,37,14,6,
ACMSC,Music and Technology MUZB40H3FLEC01,Fall,2023,Suzuki,4,43,36,36,44,38,38,36,4,28,8,
ACMSC,Developing Musicianship MUZB80H3FLEC01,Fall,2023,Risk,4,41,4,39,43,39,41,28,38,28,8,
ACMSC,Jazz Roots and Routes MUZC22H3FLEC01,Fall,2023,Stanbridge,42,47,42,45,43,42,43,3,4,13,6,
ACMSC,Theory  Practice of New Media NMEC01H3FLEC01,Fall,2023,Guzman,4,4,4,41,45,38,37,33,37,28,11,
ACMSC,Introduction to Theatre THRA10H3FLEC01,Fall,2023,Leffler,37,4,43,39,38,37,38,3,38,90,52,
ACMSC,Intrmdte Prfrm Scene Study THRB30H3FLEC01,Fall,2023,Da Silva Melo,45,47,47,45,45,46,47,33,47,26,23,
ACMSC,Experiencing the Live Theatre THRB40H3FLEC01,Fall,2023,Da Silva Melo,39,4,44,41,44,39,39,32,41,38,28,
ACMSC,Advanced Workshop Performance THRC50H3FLEC01,Fall,2023,deChamplainLeverenz,41,4,45,42,42,4,43,29,42,19,17,
ACMSC,Advanced Workshop Performance THRC50H3FLEC01,Fall,2023,Tripathi,41,4,45,42,42,4,43,29,42,19,17,
ACMSC,Directing for the Theatre THRD30H3FLEC01,Fall,2023,Leffler,4,38,33,38,38,32,47,47,33,12,6,
ACMSC,Advanced Performance THRD31H3FLEC01,Fall,2023,deChamplainLeverenz,48,48,47,46,46,48,49,33,44,16,10,
ACMSC,Advanced Performance THRD31H3FLEC01,Fall,2023,Tripathi,48,48,46,46,46,48,49,33,44,16,10,
ACMSC,Intro to Arts  Media Mgmt VPAA10H3FLEC01,Fall,2023,Luka,37,4,42,39,4,37,37,31,38,274,113,
ACMSC,Intro to Arts  Media Mgmt VPAA10H3FLEC02,Fall,2023,Luka,39,42,44,42,43,41,4,28,41,93,18,
ACMSC,Equity  Incl in Arts  Media VPAB10H3FLEC02,Fall,2023,Sundar Singh,33,35,38,36,37,34,38,32,34,68,25,
ACMSC,Managing  Leading Cultur Orgs VPAB16H3FLEC01,Fall,2023,Klimek,37,38,4,38,4,37,37,32,38,189,54,
ACMSC,Cultural Policy VPAC15H3FLEC01,Fall,2023,Klimek,38,41,42,41,41,35,43,4,36,69,17,
ACMSC,Contracts and Copyright VPAC16H3FLEC01,Fall,2023,Sicondolfo,41,43,45,43,43,43,44,33,43,80,15,
ACMSC,Marketing in the Arts  Media VPAC17H3FLEC01,Fall,2023,Edworthy,38,37,37,39,39,35,38,33,38,99,23,
ACMSC,Ways of Seeing Intro Art Hist VPHA46H3FLEC01,Fall,2023,Tomic,33,35,36,36,37,33,34,27,35,201,75,
ACMSC,Modern Art and Culture VPHB58H3FLEC01,Fall,2023,Irving,38,39,39,41,43,36,37,28,38,37,9,
ACMSC,Early Mod EuropeOutside Italy VPHB74H3FLEC01,Fall,2023,Webster,44,45,44,39,43,44,41,31,4,30,8,
ACMSC,Advanced Studies in Art Theory VPHC49H3FLEC01,Fall,2023,Irving,31,3,34,3,33,3,24,28,27,25,9,
ACMSC,Art the Museum  the Gallery VPHC72H3FLEC01,Fall,2023,Webster,44,44,46,44,44,44,46,36,44,19,5,
ACMSC,Artists Art and Identity VPHC73H3FLEC01,Fall,2023,Lobo,39,4,45,41,44,4,42,31,45,31,10,
ACMSC,The Artist Maker Creator VPHC75H3FLEC01,Fall,2023,Webster,41,43,46,44,44,43,41,3,44,18,8,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC02,Fall,2023,Osahor,44,43,5,44,45,45,45,28,46,19,11,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC03,Fall,2023,Kwan,36,33,39,33,39,33,29,33,36,20,7,
ACMSC,Foundation Studies in Studio VPSA62H3FLEC04,Fall,2023,Pivato,4,42,47,4,43,42,43,3,41,23,12,
ACMSC,But Why Is It Art VPSA63H3FLEC01,Fall,2023,Brown,41,42,44,4,41,4,4,26,41,79,34,
ACMSC,The Artist VPSB01H3FLEC01,Fall,2023,Mazinani,4,41,45,42,4,4,41,31,41,68,26,
ACMSC,Digital Studio I VPSB56H3FLEC01,Fall,2023,Lee,44,47,46,49,46,44,45,34,44,19,10,
ACMSC,Digital Studio I VPSB56H3FLEC02,Fall,2023,Lee,42,48,48,46,45,45,43,33,46,19,10,
ACMSC,Sculpture I VPSB59H3FLEC01,Fall,2023,Brown,44,44,45,44,46,43,44,3,43,19,8,
ACMSC,Curatorial Perspectives I VPSB73H3FLEC01,Fall,2023,Irving,34,37,39,36,37,34,4,32,38,24,9,
ACMSC,Drawing II VPSB74H3FLEC01,Fall,2023,Osahor,47,45,5,46,46,44,48,4,46,13,10,
ACMSC,Digital Studio II VPSB80H3FLEC01,Fall,2023,Saneie,43,43,41,42,43,42,45,31,45,20,13,
ACMSC,Sound Art VPSB88H3FLEC01,Fall,2023,Hlady,41,4,43,42,41,39,39,31,37,19,10,
ACMSC,Studio Practice VPSC56H3FLEC01,Fall,2023,Mazinani,48,47,48,46,48,46,48,33,49,19,12,
ACMSC,Studio Practice VPSC56H3FLEC02,Fall,2023,Onodera,39,4,36,41,41,39,43,36,36,16,7,
ACMSC,Art in a Globalizing World VPSC69H3FLEC01,Fall,2023,Cruz,33,33,4,37,42,33,33,33,35,19,6,
ACMSC,Essential Skills for Artists VPSC85H3FLEC01,Fall,2023,Cruz,41,42,47,46,46,42,43,29,47,33,9,
ACMSC,Theory  Pract Art  The Body VPSC91H3FLEC01,Fall,2023,Pivato,46,44,49,47,44,43,46,37,43,22,9,
ACMSC,Theory  Practice Art  Place VPSC94H3FLEC01,Fall,2023,Hlady,32,34,36,36,36,36,34,34,28,20,5,
ACMSC,T  P Art and Social Justice VPSC95H3FLEC01,Fall,2023,Howes,49,5,5,5,5,5,5,3,5,19,9,
ACMSC,Advanced Studio Art Project VPSD61H3FLEC01,Fall,2023,Koroshegyi,42,38,42,42,45,38,42,33,37,14,6,
ACMSC,Theories in Media Studies MDSC01H3YLEC01,Summer,2023,Visan,36,39,4,4,4,37,39,27,36,66,7,
ACMSC,Games and Play MDSC65H3YLEC01,Summer,2023,Shanmugapriya,4,39,39,41,44,39,42,3,41,97,10,
ACMSC,Media and Religion MDSC71H3YLEC01,Summer,2023,Kleeb,42,45,48,47,45,45,47,32,45,42,6,
ACMSC,Topics in Media and Arts MDSD01H3YLEC01,Summer,2023,Bhatia,43,46,44,46,46,44,43,3,43,19,7,
ACMSC,Video I VPSB58H3YLEC01,Summer,2023,Ferko,48,46,5,48,48,48,5,38,48,20,5,
ACMSC,Inquiry  Investigatn for ACM ACMB02H3SLEC01,Winter,2023,Balt,4,39,44,41,4,37,38,29,4,85,23,
ACMSC,Equity  Diversity in the Arts ACMB10H3SLEC01,Winter,2023,AguileraMoradipour,34,38,38,38,38,32,36,3,3,38,5,
