Dept,Course,Term,Year,Last Name,INS1,INS2,INS3,INS4,INS5,INS6,UTSC1,UTSC2,UTSC3,Number Invited,Number of Responses,Course Code
MGTSC,Corporate Strategy MGSC01H3SLEC01,Winter,2022,McConkey,31,34,37,29,3,31,33,34,31,39,7,
MGTSC,Management Ethics MGSC14H3SLEC30,Winter,2022,Constantinou,41,44,44,41,41,41,43,31,4,55,8,
MGTSC,Legal Environment Business I MGSC30H3SLEC01,Winter,2022,Arora,3,3,28,26,3,2,3,36,28,38,6,
MGTSC,Introduction to Business MGTA01H3SLEC01,Winter,2022,Toor,31,33,34,32,34,32,31,26,36,283,42,
MGTSC,Managing Business Organization MGTA02H3SLEC01,Winter,2022,Toor,36,39,36,36,37,33,38,32,34,234,28,
MGTSC,Managing Business Organization MGTA02H3SLEC02,Winter,2022,Toor,38,4,4,4,4,39,39,27,41,235,32,
MGTSC,Foundations of Business Mgt MGTA05H3SLEC01,Winter,2022,Toor,29,3,33,3,31,3,29,27,33,236,42,
MGTSC,Mgt Communications non coop MGTA35H3SLEC01,Winter,2022,MacDonald,32,33,42,38,37,35,32,3,37,28,6,
MGTSC,Mgt Communications non coop MGTA35H3SLEC02,Winter,2022,Heathcote,38,42,43,37,4,39,32,3,34,27,9,
MGTSC,Managemnt Communications Coop MGTA36H3SLEC01,Winter,2022,Howard,2,23,23,3,33,23,25,32,25,33,6,
MGTSC,Managemnt Communications Coop MGTA36H3SLEC02,Winter,2022,Howard,36,36,36,4,41,29,33,33,33,37,8,
MGTSC,Managemnt Communications Coop MGTA36H3SLEC03,Winter,2022,Howard,4,38,44,48,5,42,42,24,46,36,5,
MGTSC,Managemnt Communications Coop MGTA36H3SLEC04,Winter,2022,Howard,35,36,34,36,34,32,28,28,3,28,5,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC01,Fall,2021,Thaskaran,375,409,458,429,429,396,375,196,442,56,26,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC02,Fall,2021,Klinkhammer,345,415,45,43,44,385,405,19,41,64,21,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC03,Fall,2021,Amiri,33,439,448,41,439,368,364,186,423,68,23,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC04,Fall,2021,McDowell Simmons,38,453,487,44,447,421,407,213,453,55,16,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC05,Fall,2021,McDowell Simmons,411,405,468,442,447,432,389,2,458,50,20,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC30,Fall,2021,Simpson,357,414,464,421,429,407,4,214,429,44,14,
MGTSC,Adv Your Career Expl MIB I COPB13H3FLEC01,Fall,2021,Klinkhammer,374,404,491,391,413,405,404,2,422,47,23,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC03,Fall,2021,Shalev,42,46,37,41,42,4,39,32,41,51,10,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC04,Fall,2021,Shalev,37,39,36,41,39,33,31,36,34,37,10,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC05,Fall,2021,Down,4,4,429,43,424,386,357,324,395,64,21,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC07,Fall,2021,Down,405,405,443,419,448,381,357,319,386,62,22,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC08,Fall,2021,Down,382,409,436,436,427,386,355,336,391,64,22,
MGTSC,Introductory MGT Accounting MGAB03H3FLEC03,Fall,2021,Kong,39,43,423,43,433,417,363,323,413,62,30,
MGTSC,Intermed Financial Account I MGAC01H3FLEC01,Fall,2021,Kong,416,437,468,437,432,421,405,342,411,34,20,
MGTSC,Intermed Financial Account II MGAC02H3FLEC01,Fall,2021,Kong,417,422,411,372,378,372,4,4,35,36,18,
MGTSC,Auditing MGAC10H3FLEC01,Fall,2021,Harvey,424,459,463,441,429,406,412,412,406,39,18,
MGTSC,Analytics for Decision Making MGOC10H3FLEC01,Summer,2022,Ahmed,36,35,35,36,38,31,31,34,33,56,40,
MGTSC,Analytics for Decision Making MGOC10H3FLEC02,Summer,2022,Ahmed,38,4,39,4,42,35,36,3,39,50,33,
MGTSC,Intro Business Data Analytics MGOC15H3FLEC01,Summer,2022,Sekar,46,46,48,45,46,44,44,31,46,24,22,
MGTSC,Operations Management MGOC20H3SLEC01,Summer,2022,McConkey,45,46,5,46,46,46,45,33,45,55,13,
MGTSC,Operations Management MGOC20H3SLEC02,Summer,2022,McConkey,42,43,43,42,4,38,37,33,39,58,12,
MGTSC,Adv Business Data Analytics MGOD31H3FLEC01,Summer,2022,Cire,48,5,5,47,49,48,49,3,49,12,10,
MGTSC,Management Ethics MGSC14H3FLEC98,Summer,2022,Constantinou,43,43,41,4,42,38,41,31,4,56,10,
MGTSC,Legal Environment Business I MGSC30H3YLEC30,Summer,2022,Guiyab,5,48,5,47,48,48,47,28,47,39,6,
MGTSC,Introduction to Business MGTA01H3YLEC01,Summer,2022,Toor,37,39,41,38,42,4,38,23,41,145,10,
MGTSC,Managing Business Organization MGTA02H3YLEC01,Summer,2022,Toor,34,39,37,4,4,34,37,26,43,64,7,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC01,Winter,2022,Thaskaran,4,42,48,43,43,4,43,27,41,66,13,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC02,Winter,2022,Klinkhammer,36,4,43,4,41,36,37,19,37,67,9,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC03,Winter,2022,Amiri,34,36,38,39,38,34,33,23,41,60,11,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC04,Winter,2022,McDowell Simmons,37,4,5,4,42,38,33,17,45,46,6,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC05,Winter,2022,McDowell Simmons,33,35,45,43,45,38,33,23,38,21,5,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC30,Winter,2022,Simpson,34,38,42,35,38,35,37,26,38,58,13,
MGTSC,Adv Your Career Expl MIB II COPB14H3SLEC01,Winter,2022,Klinkhammer,21,22,46,27,26,26,31,3,26,44,12,
MGTSC,Management Skills MGHC02H3FLEC01,Summer,2022,Heathcote,44,44,5,45,44,43,46,33,44,37,8,
MGTSC,Management Skills MGHC02H3FLEC02,Summer,2022,Heathcote,38,39,45,35,36,39,35,37,37,41,10,
MGTSC,Quantitative Methods in Eco I MGEB11H3FLEC01,Fall,2022,Yu,37,36,4,34,35,33,33,33,37,102,21,
MGTSC,Quantitative Methods in Eco I MGEB11H3FLEC02,Fall,2022,Yu,42,4,43,38,38,37,36,31,38,155,17,
MGTSC,Quantitative Methods in Eco I MGEB11H3FLEC30,Fall,2022,Yu,39,39,35,33,34,3,32,37,36,91,18,
MGTSC,Quantitative Methods in Eco II MGEB12H3FLEC01,Fall,2022,Mazaheri,45,43,45,43,44,43,38,33,4,69,15,
MGTSC,Quantitative Methods in Eco II MGEB12H3FLEC02,Fall,2022,Mazaheri,31,34,33,36,36,3,28,35,25,77,10,
MGTSC,Topics in Price Theory MGEC02H3FLEC01,Fall,2022,Blanchenay,41,41,4,41,41,37,4,33,34,45,7,
MGTSC,Topics in Price Theory MGEC02H3FLEC02,Fall,2022,Blanchenay,44,41,41,41,41,37,4,34,39,28,7,
MGTSC,Topics in Macroeconomic Theory MGEC06H3FLEC30,Fall,2022,Karimzada,41,43,44,41,41,39,39,27,43,60,38,
MGTSC,Intro to Regression Analysis MGEC11H3FLEC01,Fall,2022,Yu,42,42,46,44,43,43,39,31,41,33,9,
MGTSC,Intro to Regression Analysis MGEC11H3FLEC02,Fall,2022,Yu,42,41,41,43,44,36,4,3,39,35,14,
MGTSC,Eco of Public Sector Taxation MGEC31H3FLEC01,Fall,2022,Krashinsky,4,43,46,42,43,43,39,34,42,39,9,
MGTSC,Industrial Organization MGEC41H3FLEC01,Fall,2022,Sood,4,4,43,42,42,42,4,32,42,58,13,
MGTSC,Eco of Human Resource Managmnt MGEC58H3FLEC01,Fall,2022,Krashinsky,47,48,5,46,46,47,43,28,47,53,25,
MGTSC,TheoryPract Regression Analy MGED11H3FLEC01,Fall,2022,Yu,45,45,47,47,45,43,44,27,43,29,15,
MGTSC,Intermediate Finance MGFC10H3FLEC30,Fall,2022,Riddiough,46,47,49,46,47,47,44,34,43,60,30,
MGTSC,Intro to Derivative Markets MGFC30H3FLEC01,Fall,2022,Wei,41,42,41,41,38,37,41,39,38,50,15,
MGTSC,Intro to Derivative Markets MGFC30H3FLEC02,Fall,2022,Wei,45,46,46,45,44,4,42,41,4,52,23,
MGTSC,International Financial Mngmnt MGFC50H3FLEC01,Fall,2022,Riddiough,45,46,48,43,43,42,44,34,45,40,25,
MGTSC,International Financial Mngmnt MGFC50H3FLEC30,Fall,2022,Riddiough,45,46,48,45,46,44,44,34,41,41,20,
MGTSC,Risk Management MGFD30H3FLEC01,Fall,2022,Mazaheri,42,43,4,43,42,38,38,33,42,38,6,
MGTSC,Financial Model Trading Strat MGFD60H3FLEC30,Fall,2022,Chau,44,45,48,43,43,38,41,37,41,32,24,
MGTSC,Manage People  Grps in Orgs MGHB02H3FLEC01,Fall,2022,McCarthy,4,44,46,42,43,39,37,29,44,64,14,
MGTSC,Manage People  Grps in Orgs MGHB02H3FLEC02,Fall,2022,McCarthy,38,4,45,39,42,41,38,27,42,63,19,
MGTSC,Manage People  Grps in Orgs MGHB02H3FLEC03,Fall,2022,McCarthy,4,42,46,37,4,38,37,3,39,64,21,
MGTSC,Human Resource Management MGHB12H3FLEC01,Fall,2022,Trougakos,44,46,48,46,46,44,38,3,4,51,5,
MGTSC,Human Resource Management MGHB12H3FLEC02,Fall,2022,Trougakos,37,41,47,4,44,39,34,32,42,53,9,
MGTSC,Management Skills MGHC02H3FLEC02,Fall,2022,Heathcote,47,45,47,45,47,47,45,35,45,42,6,
MGTSC,Occupational Hlth  Safety Mgt MGHD24H3FLEC01,Fall,2022,McCarthy,44,45,5,46,44,47,44,32,47,25,10,
MGTSC,HR Planning and Strategy MGHD27H3FLEC01,Fall,2022,Saks,48,49,47,48,47,45,42,34,44,20,13,
MGTSC,Intrntnl Corporate Strategy MGIC01H3FLEC01,Fall,2022,Jin,46,46,46,46,46,43,44,33,47,19,7,
MGTSC,Internationl Leadership Skills MGIC02H3FLEC01,Fall,2022,Heathcote,24,32,41,33,33,32,28,31,3,35,9,
MGTSC,Principles of Marketing MGMA01H3FLEC01,Fall,2022,Aggarwal,43,45,48,44,44,42,41,28,45,56,16,
MGTSC,Principles of Marketing MGMA01H3FLEC02,Fall,2022,Aggarwal,43,45,45,42,41,41,39,31,43,58,17,
MGTSC,Principles of Marketing MGMA01H3FLEC04,Fall,2022,Maglio III,45,43,4,4,41,38,38,31,37,57,11,
MGTSC,Principles of Marketing MGMA01H3FLEC05,Fall,2022,Maglio III,42,45,47,41,43,39,39,25,39,52,11,
MGTSC,Consumer Behaviour MGMC02H3FLEC01,Fall,2022,McConkey,43,43,46,43,46,41,39,3,41,39,8,
MGTSC,Product Management  Branding MGMC11H3FLEC01,Fall,2022,McConkey,47,48,47,45,47,47,43,3,42,42,6,
MGTSC,AdvertisingTheory to Practice MGMC12H3FLEC01,Fall,2022,Aggarwal,43,46,45,46,45,43,43,3,45,42,13,
MGTSC,Judgment and Decision Making MGMD02H3FLEC01,Fall,2022,Maglio III,5,5,5,45,48,49,49,3,49,28,8,
MGTSC,Sem in Consumer Psychology I MGMD10H3FLEC01,Fall,2022,Aggarwal,5,5,5,44,46,48,5,37,48,19,9,
MGTSC,Seminar in Cnsmr Psychology II MGMD11H3FLEC01,Fall,2022,Maglio III,48,48,5,43,47,48,47,37,47,21,6,
MGTSC,Analytics for Decision Making MGOC10H3FLEC01,Fall,2022,Averbakh,4,41,41,42,43,39,34,32,38,52,23,
MGTSC,Analytics for Decision Making MGOC10H3FLEC02,Fall,2022,Averbakh,38,43,42,43,45,38,37,31,42,31,13,
MGTSC,Analytics for Decision Making MGOC10H3FLEC03,Fall,2022,Averbakh,43,44,45,45,44,42,41,34,38,45,23,
MGTSC,Analytics for Decision Making MGOC10H3FLEC04,Fall,2022,Averbakh,39,41,41,41,43,39,36,32,39,53,14,
MGTSC,Operations Management MGOC20H3FLEC01,Fall,2022,Quan,38,39,42,42,42,37,36,3,38,57,19,
MGTSC,Operations Management MGOC20H3FLEC02,Fall,2022,Quan,42,44,47,46,46,42,39,32,43,48,14,
MGTSC,Entrepreneurship MGSB22H3FLEC01,Fall,2022,McConkey,42,44,47,46,44,43,41,3,47,30,9,
MGTSC,Entrepreneurship MGSB22H3FLEC02,Fall,2022,McConkey,43,38,41,4,41,42,4,3,41,58,9,
MGTSC,Corporate Strategy MGSC01H3FLEC01,Fall,2022,Jin,44,44,38,34,36,36,39,41,34,30,8,
MGTSC,BusinessGovernment Relations MGSC05H3FLEC01,Fall,2022,Stark,45,45,46,41,4,43,38,28,47,60,13,
MGTSC,Management Ethics MGSC14H3FLEC01,Fall,2022,Stark,42,43,45,43,44,43,44,3,41,59,10,
MGTSC,Management Ethics MGSC14H3FLEC30,Fall,2022,Constantinou,38,39,39,41,41,38,39,27,39,64,16,
MGTSC,Consulting and Contracting MGSC20H3FLEC01,Fall,2022,Shibaeva,47,44,5,47,49,46,5,34,49,27,7,
MGTSC,Introduction to Business MGTA01H3FLEC01,Fall,2022,Toor,29,31,3,28,3,26,29,23,32,343,31,
MGTSC,Introduction to Business MGTA01H3FLEC02,Fall,2022,Toor,35,35,37,34,33,33,35,24,35,337,52,
MGTSC,Foundations of Business Mgt MGTA05H3FLEC01,Fall,2022,Toor,33,35,36,35,38,34,34,29,36,309,58,
MGTSC,Mgt Communications non coop MGTA35H3FLEC01,Fall,2022,Heathcote,43,45,49,42,44,45,43,26,46,28,10,
MGTSC,Mgt Communications non coop MGTA35H3FLEC02,Fall,2022,Heathcote,48,49,5,49,49,49,49,3,48,29,8,
MGTSC,Mgt Communications non coop MGTA35H3FLEC03,Fall,2022,Finn,41,41,44,43,44,42,41,34,41,28,9,
MGTSC,Mgt Communications non coop MGTA35H3FLEC04,Fall,2022,Finn,35,37,42,38,38,37,37,38,37,29,6,
MGTSC,Managemnt Communications Coop MGTA36H3FLEC06,Fall,2022,Shibaeva,43,48,48,43,45,46,46,31,45,41,12,
MGTSC,Intermed Financial Account II MGAC02H3YLEC01,Summer,2022,Kong,41,44,41,36,36,38,38,38,33,17,8,
MGTSC,Auditing MGAC10H3YLEC99,Summer,2022,Wong,32,37,28,36,36,26,33,36,26,34,9,
MGTSC,Management Information Systems MGAC70H3YLEC99,Summer,2022,Kong,43,45,46,43,43,41,41,33,41,39,15,
MGTSC,Advanced Auditing MGAD20H3YLEC99,Summer,2022,Hassanali,46,47,5,43,44,43,5,31,46,17,7,
MGTSC,Management Control Systems MGAD40H3YLEC99,Summer,2022,Kong,38,4,43,39,41,39,39,34,39,38,18,
MGTSC,Intro Microeconomics Math App MGEA02H3YLEC01,Summer,2022,Parkinson,42,44,43,41,43,41,43,31,41,107,15,
MGTSC,Price TheoryA Math Approach MGEB02H3YLEC01,Summer,2022,Mazaheri,36,38,39,39,4,36,34,32,33,57,13,
MGTSC,Price TheoryA Math Approach MGEB02H3YLEC60,Summer,2022,Mazaheri,32,4,38,36,36,32,36,38,3,48,5,
MGTSC,Macroeconomics Math Approach MGEB06H3YLEC01,Summer,2022,Parkinson,4,42,42,42,42,37,4,4,38,58,6,
MGTSC,Macroeconomics Math Approach MGEB06H3YLEC02,Summer,2022,Parkinson,38,38,41,38,37,35,34,34,32,67,16,
MGTSC,Quantitative Methods in Eco I MGEB11H3YLEC01,Summer,2022,Yu,4,41,42,37,35,35,35,29,35,72,15,
MGTSC,Quantitative Methods in Eco I MGEB11H3YLEC02,Summer,2022,Yu,33,33,3,34,36,27,27,34,26,51,9,
MGTSC,Quantitative Methods in Eco II MGEB12H3YLEC60,Summer,2022,Mazaheri,38,39,39,4,4,36,33,34,35,56,8,
MGTSC,Topics in Macroeconomic Theory MGEC06H3YLEC01,Summer,2022,Mazaheri,43,43,44,45,45,39,39,34,37,48,10,
MGTSC,Intro to Regression Analysis MGEC11H3YLEC01,Summer,2022,Liu,43,43,47,46,45,41,4,32,38,34,24,
MGTSC,Intro to Regression Analysis MGEC11H3YLEC02,Summer,2022,Liu,41,42,45,44,45,41,39,31,41,28,17,
MGTSC,Economics Organization  Mgmt MGEC40H3YLEC60,Summer,2022,Parkinson,42,4,43,4,42,37,4,3,37,41,6,
MGTSC,Industrial Organization MGEC41H3YLEC01,Summer,2022,Parkinson,43,44,46,44,41,41,43,36,44,42,7,
MGTSC,Money and Banking MGEC71H3YLEC01,Summer,2022,Parkinson,33,34,42,34,32,33,33,26,33,37,10,
MGTSC,Money and Banking MGEC71H3YLEC60,Summer,2022,Parkinson,36,38,36,34,34,32,34,32,32,48,5,
MGTSC,Principles of Finance MGFB10H3FLEC01,Summer,2022,Ahmed,37,37,36,39,38,3,33,32,36,19,12,
MGTSC,Principles of Finance MGFB10H3FLEC02,Summer,2022,Ahmed,4,43,41,4,41,35,36,35,35,44,30,
MGTSC,Personal Financial Management MGFC20H3SLEC01,Summer,2022,Ahmed,44,45,47,42,44,41,45,32,44,34,26,
MGTSC,Manage People  Grps in Orgs MGHB02H3FLEC97,Summer,2022,Trougakos,4,44,5,41,43,41,43,3,44,44,7,
MGTSC,Manage People  Grps in Orgs MGHB02H3FLEC98,Summer,2022,Trougakos,34,4,36,36,38,34,31,33,36,54,8,
MGTSC,Manage People  Grps in Orgs MGHB02H3FLEC99,Summer,2022,Trougakos,36,4,43,38,36,33,35,39,35,54,12,
MGTSC,Human Resource Management MGHB12H3SLEC99,Summer,2022,Vardhmane,24,29,26,3,29,26,27,36,26,62,9,
MGTSC,Introduction to Microeconomics MGEA01H3FLEC30,Fall,2022,Ho,34,34,29,32,34,27,31,32,29,280,56,
MGTSC,Corp Governance  Strategy CPA MGAD45H3FLEC01,Fall,2022,Kong,44,44,48,45,45,44,44,33,45,27,21,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC01,Fall,2022,Thaskaran,38,41,48,42,43,38,44,18,43,50,12,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC02,Fall,2022,Thaskaran,34,38,38,37,41,37,37,16,41,74,16,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC03,Fall,2022,Imamura,37,39,46,4,4,39,38,17,39,79,16,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC03,Fall,2022,Patterson,37,39,41,4,4,39,38,17,39,79,16,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC04,Fall,2022,McDowell Simmons,34,41,47,4,43,41,35,2,42,89,22,
MGTSC,Advancing Your Career Expl I COPB11H3FLEC05,Fall,2022,JanesReid,33,4,46,41,41,39,36,16,43,32,12,
MGTSC,Adv Your Career Expl MIB I COPB13H3FLEC01,Fall,2022,Imamura,32,32,37,36,34,36,32,22,34,31,5,
MGTSC,Adv Your Career Expl MIB I COPB13H3FLEC01,Fall,2022,Patterson,32,32,42,36,34,36,32,22,34,31,5,
MGTSC,Adv Your Career Expl MIB I COPB13H3FLEC02,Fall,2022,Amiri,31,38,43,42,43,37,35,19,43,51,12,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC03,Fall,2022,Shalev,38,41,4,41,43,34,32,31,34,48,9,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC04,Fall,2022,Shalev,4,43,42,4,37,35,4,33,42,50,6,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC05,Fall,2022,Down,46,46,48,48,48,46,42,33,44,48,14,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC06,Fall,2022,Shalev,35,33,45,4,42,38,28,3,35,53,6,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC07,Fall,2022,Down,46,46,46,47,46,43,41,36,43,51,7,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC08,Fall,2022,Down,38,41,45,44,45,41,35,31,39,60,17,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC11,Fall,2022,Kong,35,43,43,41,43,38,4,3,38,46,12,
MGTSC,Introductory Financial ACC I MGAB01H3FLEC31,Fall,2022,Kong,37,41,41,38,35,33,33,32,37,44,18,
MGTSC,Introductory Financial ACC II MGAB02H3FLEC30,Fall,2022,Kong,48,48,48,45,44,48,43,31,47,38,12,
MGTSC,Introductory MGT Accounting MGAB03H3FLEC01,Fall,2022,Kong,42,41,43,42,4,38,36,35,4,59,24,
MGTSC,Introductory MGT Accounting MGAB03H3FLEC02,Fall,2022,Kong,42,44,46,44,43,4,38,34,39,60,30,
MGTSC,Introductory MGT Accounting MGAB03H3FLEC03,Fall,2022,Kong,39,41,43,43,42,39,35,31,39,59,28,
MGTSC,Introductory MGT Accounting MGAB03H3FLEC30,Fall,2022,Kong,43,44,45,42,43,39,4,34,41,56,30,
MGTSC,Intermed Financial Account II MGAC02H3FLEC01,Fall,2022,Kong,42,45,46,45,43,41,41,35,39,18,16,
MGTSC,Auditing MGAC10H3FLEC01,Fall,2022,Harvey,44,45,45,44,44,42,41,37,42,24,13,
MGTSC,Management Information Systems MGAC70H3FLEC01,Fall,2022,Kong,43,44,45,43,44,42,4,33,41,19,10,
MGTSC,Advanced Auditing MGAD20H3FLEC01,Fall,2022,Harvey,37,43,44,4,37,37,37,37,35,29,20,
MGTSC,Management Control Systems MGAD40H3FLEC01,Fall,2022,Kong,42,45,46,43,44,42,41,35,41,39,23,
MGTSC,Adv ACC Case AnalysisCapstone MGAD70H3FLEC01,Fall,2022,Kong,44,45,48,46,45,45,43,36,44,29,12,
MGTSC,Price Theory MGEB01H3FLEC30,Fall,2022,Blanchenay,3,31,28,31,27,27,29,36,28,75,9,
MGTSC,Price TheoryA Math Approach MGEB02H3FLEC01,Fall,2022,Mazaheri,38,4,35,38,39,35,31,38,36,74,12,
MGTSC,Price TheoryA Math Approach MGEB02H3FLEC02,Fall,2022,Mazaheri,38,4,41,39,41,38,38,32,39,70,9,
MGTSC,Price TheoryA Math Approach MGEB02H3FLEC03,Fall,2022,Mazaheri,46,45,49,48,48,45,44,34,44,66,8,
MGTSC,Price TheoryA Math Approach MGEB02H3FLEC04,Fall,2022,Mazaheri,44,4,38,4,4,35,33,36,35,69,13,
MGTSC,Price TheoryA Math Approach MGEB02H3FLEC05,Fall,2022,Mazaheri,41,44,43,44,44,37,37,32,4,71,14,
MGTSC,Price TheoryA Math Approach MGEB02H3FLEC30,Fall,2022,Mazaheri,33,34,31,34,37,31,29,31,29,46,7,
MGTSC,Consumer Behaviour MGMC02H3FLEC01,Summer,2023,McConkey,48,49,48,44,5,45,45,35,49,28,8,
MGTSC,Judgment and Decision Making MGMD02H3FLEC01,Summer,2023,Maglio III,47,48,48,43,46,44,45,29,47,25,16,
MGTSC,Sem in Consumer Psychology I MGMD10H3SLEC01,Summer,2023,Aggarwal,44,42,48,48,48,44,44,38,38,17,5,
MGTSC,Analytics for Decision Making MGOC10H3FLEC01,Summer,2023,Quan,41,41,45,4,41,37,38,34,36,46,17,
MGTSC,Analytics for Decision Making MGOC10H3FLEC02,Summer,2023,Quan,41,43,45,47,45,41,4,33,41,49,18,
MGTSC,Intro Business Data Analytics MGOC15H3FLEC01,Summer,2023,Sekar,44,45,47,46,44,43,41,33,44,36,34,
MGTSC,Operations Management MGOC20H3SLEC01,Summer,2023,McConkey,38,39,44,38,39,38,33,31,37,58,18,
MGTSC,Operations Management MGOC20H3SLEC02,Summer,2023,McConkey,39,41,46,44,46,44,34,31,44,57,9,
MGTSC,Management Ethics MGSC14H3FLEC02,Summer,2023,Constantinou,31,37,37,37,34,36,36,24,37,58,7,
MGTSC,Legal Environment Business I MGSC30H3YLEC01,Summer,2023,Guiyab,46,45,45,46,48,45,42,29,46,31,11,
MGTSC,Introduction to Business MGTA01H3YLEC01,Summer,2023,Toor,37,38,38,33,34,33,35,23,39,144,15,
MGTSC,Managing Business Organization MGTA02H3YLEC01,Summer,2023,Toor,44,46,49,46,45,44,48,28,45,68,8,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC01,Winter,2023,Thaskaran,32,4,4,38,4,33,4,25,37,32,6,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC02,Winter,2023,Thaskaran,31,36,34,31,35,34,36,25,3,79,8,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC03,Winter,2023,Mello da Silva,31,33,39,31,35,32,32,21,38,76,15,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC04,Winter,2023,McDowell Simmons,34,41,42,41,4,39,36,24,37,94,17,
MGTSC,Advancing Your Career Expl II COPB12H3SLEC05,Winter,2023,JanesReid,32,4,46,38,4,38,36,16,37,38,9,
MGTSC,Adv Your Career Expl MIB II COPB14H3SLEC01,Winter,2023,Cook,24,27,38,29,31,27,26,19,3,41,10,
MGTSC,Introductory Financial ACC II MGAB02H3SLEC05,Winter,2023,Harvey,46,45,48,43,44,43,36,38,44,42,12,
MGTSC,Introductory Financial ACC II MGAB02H3SLEC06,Winter,2023,Harvey,44,46,48,46,47,44,4,32,41,38,10,
MGTSC,Introductory Financial ACC II MGAB02H3SLEC08,Winter,2023,Harvey,44,44,47,43,45,42,38,35,4,57,20,
MGTSC,Introductory Financial ACC II MGAB02H3SLEC30,Winter,2023,Harvey,43,45,48,44,42,44,43,37,46,33,13,
MGTSC,Intermed Financial Account II MGAC02H3SLEC01,Winter,2023,Kong,42,4,42,36,38,38,38,32,4,14,5,
MGTSC,Intermed Financial Account II MGAC02H3SLEC02,Winter,2023,Kong,42,45,4,43,42,38,38,33,32,14,6,
MGTSC,Auditing MGAC10H3SLEC01,Winter,2023,Harvey,43,45,45,42,44,42,42,38,42,23,11,
MGTSC,Management Information Systems MGAC70H3SLEC01,Winter,2023,Kong,43,36,41,4,4,43,39,26,43,15,7,
MGTSC,Advanced Auditing MGAD20H3SLEC01,Winter,2023,Harvey,43,43,46,43,44,41,4,33,41,34,12,
MGTSC,Management Control Systems MGAD40H3SLEC01,Winter,2023,Kong,43,45,47,45,45,44,42,31,44,12,11,
MGTSC,Corp Governance  Strategy CPA MGAD45H3SLEC01,Winter,2023,Kong,42,43,46,42,43,43,42,35,4,33,15,
MGTSC,Canadian Income Taxation II MGAD65H3SLEC30,Winter,2023,Phung,4,43,42,37,35,37,42,43,35,22,6,
MGTSC,Adv ACC Case AnalysisCapstone MGAD70H3SLEC01,Winter,2023,Kong,45,46,48,46,45,46,44,34,44,26,8,
MGTSC,Price TheoryA Math Approach MGEB02H3SLEC01,Winter,2023,Mazaheri,34,33,27,34,38,28,28,38,27,67,10,
MGTSC,Quantitative Methods in Eco I MGEB11H3SLEC01,Winter,2023,Turner,33,34,39,4,43,34,26,3,36,64,7,
MGTSC,Quantitative Methods in Eco II MGEB12H3SLEC01,Winter,2023,Mazaheri,35,39,35,38,39,33,32,35,32,68,17,
MGTSC,Quantitative Methods in Eco II MGEB12H3SLEC02,Winter,2023,Mazaheri,35,35,35,38,38,32,32,34,34,166,17,
MGTSC,Quantitative Methods in Eco II MGEB12H3SLEC03,Winter,2023,Mazaheri,35,35,33,33,33,29,28,39,3,41,8,
MGTSC,Quantitative Methods in Eco II MGEB12H3SLEC30,Winter,2023,Mazaheri,32,32,32,3,3,26,22,3,32,64,5,
MGTSC,Topics in Price Theory MGEC02H3SLEC01,Winter,2023,Mazaheri,4,39,39,41,41,39,39,31,41,54,7,
MGTSC,Topics in Price Theory MGEC02H3SLEC30,Winter,2023,Mazaheri,37,38,37,37,37,35,28,35,33,52,6,
MGTSC,Topics in Macroeconomic Theory MGEC06H3SLEC01,Winter,2023,Cavenaile,4,41,41,37,38,38,38,32,38,57,12,
MGTSC,Intro to Regression Analysis MGEC11H3SLEC02,Winter,2023,Chandra,34,33,37,31,33,28,32,31,29,36,12,
