Division,Dept,INS1,INS2,INS3,INS4,INS5,INS6,ARTSC1,ARTSC2,ARTSC3,APSC001,APSC002,APSC003,APSC004,APSC005,APSC006,APSC007,APSC008,Course Workload,I would recommend this course,I attended class,Inspired to learn subject matter,UTSC1,UTSC2,UTSC3
ARTSC,OTC,3.8998637602179835,3.9873297002724795,4.1464577656675745,3.9580381471389643,3.9852861035422342,3.9335149863760215,4.202861035422344,2.404632152588556,4.279019073569483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,PCL,4.018577526060905,4.217167364360174,3.9699212016744645,3.7037100878273006,3.7028646474595748,3.589448411721251,3.8640195354182056,3.568636624805056,3.5550192891734387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,PHL,4.177170652210064,4.230611634017361,4.227308677287391,4.056445604815911,4.104040975155486,3.90414507599694,3.8073116706023216,3.1857035953038215,3.879585924768018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,PHM,4.0229535864978905,4.1057383966244725,3.9685232067510547,3.714683544303797,3.7200843881856542,3.519451476793249,3.0271729957805906,3.5053164556962026,3.4075105485232067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,PHY,4.01036735350071,4.015720907799898,4.072505559872458,3.8904884649393106,3.8514557487741485,3.6598847833659334,3.7884510061359555,3.4687227030358243,3.6778532193671123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,POL,3.9251182070266717,4.0664246305137075,3.9439744432692034,3.7541688345101623,3.810275292301535,3.6214802321260113,3.5221071438781055,3.3004602498499183,3.6660607186758525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,PSL,4.197746308786001,4.302325920524973,3.9595497630331753,3.6090758293838863,3.614710171345242,3.6138112923806056,3.655269321910317,3.7220784724753915,3.6182637623040463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,PSY,4.124941558056286,4.2652085517077705,4.231729525542392,3.8430318612424106,3.8671273460831044,3.8558333168522436,3.810817000573542,3.3208140339774146,3.907215948420782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,RLG,4.190039603960396,4.291386138613861,4.354001650165016,4.147442244224423,4.21509900990099,4.060371287128713,3.966427392739274,3.1498844884488446,4.07506600660066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,SAS,3.7551260504201682,4.015966386554622,3.791596638655462,3.6995798319327733,3.7672268907563025,3.5210084033613445,3.0088235294117647,3.127731092436975,3.6168067226890757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARTSC,SDST,4.386767103863878,4.443920595533498,4.390003544842255,4.145257001063452,4.218812477844736,4.157036511875222,4.476674937965261,3.0549202410492735,4.200485643388869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
